id,especie,raca,idade_anos,sexo,hemoglobina,hematocrito,leucocitos,glicose,ureia,creatinina,alt,albumina,febre,apatia,perda_peso,vomito,diarreia,tosse,letargia,feridas_cutaneas,poliuria,polidipsia,diagnostico
VET0027,Canina,Siamês,3.5,F,14.6,41.86,14.13,321.48,32.58,0.8,81.13,3.02,0,1,0,0,0,1,0,0,1,1,Diabetes Mellitus
VET0028,Canina,Maine Coon,9.4,M,14.05,44.61,15.03,582.39,25.04,1.13,35.85,3.04,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0029,Canina,Maine Coon,6.2,F,12.48,46.57,7.05,393.41,34.06,1.22,35.52,2.93,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0030,Canina,Maine Coon,2.7,M,11.95,39.71,12.06,251.36,34.46,0.68,34.35,3.46,1,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0031,Canina,Siamês,2.4,F,16.3,49.03,6.4,247.15,33.06,1.3,23.37,2.89,0,0,1,0,1,0,1,0,1,0,Diabetes Mellitus
VET0032,Canina,Maine Coon,11.0,F,15.75,43.63,12.59,262.14,30.37,0.98,48.83,3.45,0,0,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0033,Canina,Siamês,2.7,M,16.21,52.76,14.56,295.71,33.12,1.12,33.3,2.86,0,0,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0034,Canina,SRD,16.1,M,14.99,46.6,14.36,233.03,40.72,0.93,64.15,3.43,0,1,1,0,1,0,1,1,1,1,Diabetes Mellitus
VET0035,Canina,Maine Coon,4.3,F,15.08,46.79,14.97,438.3,35.15,0.88,69.77,3.14,0,0,0,1,0,0,0,1,1,1,Diabetes Mellitus
VET0036,Canina,SRD,18.1,M,13.72,42.2,6.87,387.29,25.69,0.89,65.23,3.42,0,1,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0037,Canina,Poodle,16.7,M,15.9,52.68,13.6,254.17,47.47,0.78,39.48,3.51,0,0,1,1,0,0,0,1,1,1,Diabetes Mellitus
VET0038,Canina,SRD,7.0,M,17.08,49.38,18.16,280.46,30.7,1.37,38.12,3.22,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0039,Canina,Siamês,8.2,F,14.81,38.63,14.27,336.82,40.11,1.03,29.99,3.62,0,0,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0040,Canina,Persa,5.7,M,14.68,40.66,6.56,280.54,33.95,1.63,5.0,3.41,0,0,0,1,1,0,0,1,1,1,Diabetes Mellitus
VET0041,Canina,Poodle,8.2,M,17.03,42.79,14.41,321.49,39.89,0.87,63.27,2.91,0,1,1,0,1,0,1,1,1,1,Diabetes Mellitus
VET0042,Canina,Maine Coon,12.1,M,15.52,46.62,11.65,341.56,42.8,1.08,47.37,2.89,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0043,Canina,Siamês,22.9,M,13.6,42.53,14.15,278.35,31.48,0.39,76.02,3.42,0,0,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0044,Canina,Labrador,7.9,M,13.3,48.29,16.0,332.95,46.6,0.96,60.92,3.15,0,0,0,0,0,0,0,1,1,1,Diabetes Mellitus
VET0045,Canina,Siamês,10.8,F,13.32,40.44,13.84,221.79,28.81,0.71,52.78,3.14,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0046,Canina,Persa,8.9,F,16.01,45.56,10.63,251.78,39.31,0.7,54.58,3.19,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0047,Canina,SRD,13.0,M,16.13,44.84,12.01,324.04,43.15,1.2,66.67,3.25,0,0,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0048,Canina,Labrador,12.4,M,14.16,48.62,11.32,419.77,29.37,0.68,48.66,3.18,0,0,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0049,Canina,Persa,11.0,F,12.92,44.08,11.53,281.19,24.4,1.21,70.57,2.98,0,0,1,0,0,0,1,0,1,0,Diabetes Mellitus
VET0050,Canina,Siamês,2.0,M,15.12,45.9,6.16,198.36,47.31,0.72,74.87,3.31,0,0,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0051,Canina,Siamês,7.2,F,17.67,54.09,13.86,313.87,32.83,0.86,74.21,3.19,0,0,0,1,0,0,0,0,1,1,Diabetes Mellitus
VET0052,Canina,Maine Coon,11.7,F,18.77,50.24,14.59,299.43,33.15,0.64,88.87,2.97,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0053,Canina,Labrador,17.1,M,16.81,45.58,13.12,297.77,41.77,0.9,60.63,3.34,0,1,1,1,0,0,0,0,1,1,Diabetes Mellitus
VET0054,Canina,Persa,14.3,M,15.61,56.38,11.07,313.42,36.78,1.24,79.92,3.36,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0055,Canina,Poodle,6.9,F,14.57,42.73,12.39,298.12,37.03,0.84,62.63,3.11,0,0,1,0,0,0,0,1,0,1,Diabetes Mellitus
VET0056,Canina,Maine Coon,3.5,M,16.75,44.15,13.86,316.07,22.27,0.74,60.15,3.16,0,0,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0057,Canina,Persa,6.4,M,14.09,44.18,14.93,327.55,36.77,0.83,10.36,2.62,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0058,Canina,Maine Coon,6.4,F,15.93,41.26,13.41,433.35,35.43,1.31,29.65,3.31,0,0,0,0,0,0,1,1,1,1,Diabetes Mellitus
VET0059,Canina,Labrador,14.1,M,14.02,45.52,14.73,245.15,29.37,0.77,23.13,3.46,0,0,1,1,0,0,1,1,1,1,Diabetes Mellitus
VET0060,Canina,Labrador,2.0,M,14.39,51.54,14.99,268.85,36.32,1.28,36.18,2.77,0,0,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0061,Canina,Persa,6.4,F,15.42,49.67,14.33,292.68,44.46,0.94,10.6,3.17,0,0,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0062,Canina,Persa,13.2,F,13.16,42.33,17.92,390.59,27.83,0.76,59.48,3.21,0,0,1,1,0,0,0,1,1,1,Diabetes Mellitus
VET0063,Canina,Labrador,7.8,F,15.63,48.23,12.35,355.57,33.0,0.6,46.51,3.0,0,0,1,1,0,0,0,0,1,1,Diabetes Mellitus
VET0064,Canina,Siamês,1.7,M,14.49,47.3,8.85,311.22,27.73,0.91,26.62,3.3,1,0,1,1,0,0,1,1,1,1,Diabetes Mellitus
VET0065,Canina,Maine Coon,9.1,F,13.59,45.99,11.63,302.36,20.18,1.41,60.34,4.0,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0066,Canina,Maine Coon,7.5,M,16.95,38.89,10.36,327.39,28.9,1.33,35.16,3.24,0,0,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0067,Canina,Persa,7.1,F,14.44,43.11,9.06,452.89,34.44,0.65,53.94,3.0,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0068,Canina,Persa,1.2,F,17.48,51.58,10.44,427.49,36.56,1.42,39.2,2.81,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0069,Canina,Maine Coon,2.6,F,14.64,44.42,12.59,320.73,42.06,1.38,33.59,3.6,0,1,0,0,0,0,0,0,1,1,Diabetes Mellitus
VET0070,Canina,SRD,17.5,F,16.99,42.51,11.72,253.44,29.42,0.92,51.74,3.34,0,1,1,1,0,0,0,1,1,1,Diabetes Mellitus
VET0071,Canina,Labrador,18.2,F,13.39,41.56,11.31,348.92,41.59,0.63,63.57,3.09,0,1,0,0,0,0,1,1,1,1,Diabetes Mellitus
VET0072,Canina,Maine Coon,16.7,F,15.31,48.35,9.12,397.34,36.51,0.83,73.84,3.07,0,1,1,0,0,0,0,1,1,1,Diabetes Mellitus
VET0073,Canina,Siamês,17.2,M,14.93,49.39,9.19,350.49,21.56,0.62,88.47,3.41,0,1,1,0,0,0,0,1,1,1,Diabetes Mellitus
VET0074,Canina,Maine Coon,9.4,M,13.77,45.99,15.82,229.79,46.37,0.75,38.58,2.76,1,1,1,1,1,0,0,1,1,1,Diabetes Mellitus
VET0075,Canina,Persa,7.4,M,14.69,47.24,15.41,394.02,34.27,0.99,57.25,3.04,0,0,1,0,1,0,1,0,1,1,Diabetes Mellitus
VET0076,Canina,SRD,9.1,F,13.69,42.14,15.14,373.4,35.37,1.39,39.75,2.98,0,0,0,1,0,0,1,0,1,1,Diabetes Mellitus
VET0077,Canina,Labrador,7.6,M,11.77,46.78,11.2,459.63,44.23,0.72,61.64,3.38,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0078,Canina,Maine Coon,7.6,F,13.97,38.94,7.33,276.24,37.31,1.54,67.38,3.38,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0079,Canina,Persa,9.6,M,12.64,43.37,15.33,392.93,38.28,0.95,39.67,3.15,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0080,Canina,Persa,14.8,M,16.15,46.79,12.01,416.03,36.32,1.32,35.19,3.22,0,0,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0081,Canina,Persa,4.5,M,13.31,45.15,8.81,308.8,48.89,1.08,55.39,2.92,0,0,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0082,Canina,Labrador,8.8,F,14.02,46.58,11.3,290.44,41.18,0.92,49.04,3.02,0,0,1,0,1,1,1,0,1,1,Diabetes Mellitus
VET0083,Canina,Labrador,10.5,M,11.13,43.74,11.73,232.65,39.28,0.39,71.94,3.63,0,0,0,0,0,0,1,1,1,0,Diabetes Mellitus
VET0084,Canina,SRD,6.8,M,14.56,41.52,17.85,345.2,33.89,0.69,46.73,3.9,0,0,1,0,1,0,0,0,1,1,Diabetes Mellitus
VET0085,Canina,Maine Coon,6.2,M,14.57,46.72,11.66,362.72,31.98,1.4,35.34,2.98,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0086,Canina,Poodle,5.3,M,14.95,42.2,10.28,379.57,26.17,1.27,73.21,2.5,0,0,1,1,0,0,1,0,0,1,Diabetes Mellitus
VET0087,Canina,Labrador,20.5,M,16.23,41.14,8.0,327.5,33.13,1.34,76.51,3.45,0,1,1,1,0,1,1,0,1,1,Diabetes Mellitus
VET0088,Canina,Labrador,2.0,M,15.6,37.75,8.19,290.62,20.92,0.8,91.11,2.91,0,0,1,0,0,0,0,1,1,1,Diabetes Mellitus
VET0089,Canina,Labrador,25.6,M,15.34,47.31,13.13,298.41,30.71,0.82,31.49,2.88,0,1,0,1,1,0,0,1,1,1,Diabetes Mellitus
VET0090,Canina,Persa,8.9,F,14.44,46.49,15.96,330.78,35.72,1.24,73.74,3.06,0,1,1,1,0,0,0,0,1,1,Diabetes Mellitus
VET0091,Canina,SRD,14.6,F,16.32,41.21,11.45,319.17,32.82,1.18,55.62,3.75,0,1,0,0,0,1,0,0,1,1,Diabetes Mellitus
VET0092,Canina,SRD,10.6,F,14.96,39.58,8.43,315.5,42.54,1.45,37.75,3.19,1,1,0,0,0,0,0,0,1,1,Diabetes Mellitus
VET0093,Canina,Persa,8.3,F,16.81,47.73,13.44,253.83,30.12,1.04,38.94,3.59,0,0,1,1,0,1,1,0,1,1,Diabetes Mellitus
VET0094,Canina,Persa,2.3,F,13.01,41.83,17.74,337.57,37.0,1.19,14.26,3.19,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0095,Canina,Poodle,11.0,M,16.81,43.41,10.35,251.0,36.9,0.94,62.21,3.23,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0096,Canina,Siamês,7.0,M,15.67,43.52,15.13,390.45,32.34,0.79,79.31,2.87,0,1,1,0,0,0,1,1,0,0,Diabetes Mellitus
VET0097,Canina,Maine Coon,6.5,M,14.47,48.08,8.96,258.87,37.01,0.67,44.5,2.84,0,0,1,0,1,0,0,0,1,1,Diabetes Mellitus
VET0098,Canina,Persa,2.6,F,15.4,43.94,13.88,272.38,34.99,1.27,67.0,3.04,0,0,1,1,0,0,0,1,1,1,Diabetes Mellitus
VET0099,Canina,Maine Coon,13.1,F,14.63,51.59,15.96,389.6,29.25,1.02,65.47,3.48,0,0,0,1,0,0,1,0,1,1,Diabetes Mellitus
VET0100,Canina,SRD,5.6,M,16.54,45.46,11.6,349.87,43.73,1.21,58.09,3.23,0,0,1,0,0,1,1,1,1,1,Diabetes Mellitus
VET0001,Canina,Maine Coon,8.3,M,16.71,39.86,16.24,130.47,30.84,0.62,14.69,3.92,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0002,Canina,Poodle,4.4,F,14.81,38.68,15.01,83.33,25.13,0.59,46.43,2.98,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0003,Canina,Poodle,6.6,M,14.92,49.22,24.21,115.44,34.43,1.68,61.17,2.91,0,0,1,0,0,0,0,1,0,0,Doença Periodontal
VET0004,Canina,Siamês,9.2,F,15.73,46.0,9.23,92.24,33.35,0.59,31.43,3.44,0,1,0,0,0,0,1,0,0,0,Doença Periodontal
VET0005,Canina,Poodle,20.9,M,16.22,48.3,25.34,70.79,34.51,1.29,58.87,3.25,1,0,0,1,0,0,0,0,0,0,Doença Periodontal
VET0006,Canina,Siamês,13.6,F,15.16,42.69,18.45,94.03,35.74,0.84,39.8,3.29,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0007,Canina,SRD,12.5,M,14.5,43.21,23.84,97.71,30.27,1.12,46.43,3.02,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0008,Canina,Poodle,6.5,F,13.32,44.04,17.88,97.76,48.92,1.01,57.22,3.22,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0009,Canina,SRD,8.0,M,14.52,44.87,25.33,75.13,50.87,1.23,58.34,2.9,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0010,Canina,Maine Coon,13.7,F,15.08,42.57,13.74,106.69,40.27,1.26,50.1,3.51,0,0,1,0,0,0,1,0,0,0,Doença Periodontal
VET0011,Canina,Labrador,4.4,F,14.51,45.85,26.32,88.31,27.94,0.57,59.6,3.61,0,0,1,0,0,0,1,0,0,0,Doença Periodontal
VET0012,Canina,Labrador,2.2,M,14.68,43.17,23.75,71.7,36.11,0.9,32.46,3.21,0,1,0,0,0,0,1,0,0,0,Doença Periodontal
VET0013,Canina,Maine Coon,7.5,M,15.0,42.31,22.77,73.48,29.66,1.27,85.33,3.34,1,1,1,0,0,0,0,1,0,0,Doença Periodontal
VET0014,Canina,Maine Coon,7.0,F,16.81,38.52,21.82,91.01,39.45,1.56,7.17,2.99,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0015,Canina,Labrador,5.7,F,14.39,43.76,19.78,65.43,45.82,1.12,72.46,3.68,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0016,Canina,Labrador,13.7,F,18.22,41.84,20.36,90.74,44.52,1.31,54.22,3.1,0,0,0,1,0,0,0,0,0,0,Doença Periodontal
VET0017,Canina,SRD,15.4,F,14.4,45.65,18.67,105.61,32.74,1.32,60.1,3.74,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0018,Canina,Persa,2.4,M,16.26,43.61,25.28,79.59,41.79,1.11,80.94,2.96,1,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0019,Canina,Labrador,8.7,M,15.31,48.68,23.43,107.44,22.73,1.01,27.46,3.24,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0020,Canina,SRD,11.6,M,14.42,54.38,15.19,93.44,25.56,1.48,38.25,2.77,0,0,0,1,0,0,1,0,0,0,Doença Periodontal
VET0021,Canina,Poodle,6.9,F,16.65,45.47,17.59,79.79,17.6,0.57,35.96,2.79,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0022,Canina,Poodle,0.9,M,16.09,51.57,23.84,92.0,25.54,0.28,52.56,2.82,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0023,Canina,SRD,3.7,F,14.8,43.35,32.36,77.21,12.89,1.49,25.48,3.11,0,1,1,0,1,0,0,0,0,0,Doença Periodontal
VET0024,Canina,Persa,5.5,F,11.75,46.59,19.12,80.66,18.02,1.24,25.51,3.57,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0025,Canina,Persa,8.2,M,15.94,39.6,23.29,84.66,36.09,0.78,6.11,3.19,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0026,Canina,Labrador,8.3,M,15.2,47.11,15.05,65.51,44.25,0.66,34.96,3.45,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0027,Canina,Persa,4.4,M,15.83,47.71,10.78,88.83,30.89,1.25,64.37,3.16,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0028,Canina,Poodle,3.4,F,15.37,44.84,15.36,128.61,19.76,1.79,51.2,3.59,0,1,0,0,0,1,1,0,0,0,Doença Periodontal
VET0029,Canina,Maine Coon,11.6,F,14.47,49.68,10.43,103.54,39.48,0.55,37.21,2.88,1,0,1,0,0,0,1,0,0,0,Doença Periodontal
VET0030,Canina,Maine Coon,6.7,F,15.48,42.05,8.56,105.45,48.17,1.17,12.25,3.19,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0031,Canina,Poodle,7.0,F,13.66,49.18,25.7,106.05,28.26,1.11,74.93,3.39,0,1,0,0,0,0,1,0,0,0,Doença Periodontal
VET0032,Canina,Siamês,6.6,M,15.88,41.25,16.1,90.77,43.41,0.65,42.85,3.49,1,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0033,Canina,Maine Coon,9.9,F,15.2,45.92,29.48,102.14,47.18,0.87,23.29,3.0,0,1,0,1,1,0,1,0,0,0,Doença Periodontal
VET0034,Canina,Labrador,8.5,M,15.98,51.1,13.95,119.02,42.13,0.95,13.73,3.19,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0035,Canina,Siamês,5.8,M,15.46,49.59,17.6,75.53,14.83,1.04,45.72,2.91,0,0,0,1,0,0,0,0,0,0,Doença Periodontal
VET0036,Canina,Persa,41.0,F,15.35,39.45,22.76,97.58,35.37,1.4,47.02,2.63,1,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0037,Canina,Siamês,4.4,M,15.63,40.49,20.5,89.97,21.04,0.79,46.33,3.17,0,1,0,0,0,0,1,0,0,1,Doença Periodontal
VET0038,Canina,Persa,8.5,F,15.86,46.5,28.78,91.93,27.34,0.93,47.26,3.5,0,0,1,0,0,1,1,0,0,1,Doença Periodontal
VET0039,Canina,Labrador,18.1,F,17.8,43.43,25.01,95.58,28.59,0.91,49.66,3.4,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0040,Canina,Labrador,3.1,F,15.63,46.96,20.6,99.11,32.05,0.64,36.95,3.6,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0041,Canina,Maine Coon,6.1,M,16.19,46.96,25.5,91.71,22.8,1.04,47.48,2.57,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0042,Canina,Labrador,19.7,M,12.44,37.96,20.52,117.15,10.0,0.99,47.67,3.22,0,1,0,0,1,0,0,0,0,0,Doença Periodontal
VET0043,Canina,Labrador,3.8,M,15.42,44.36,21.22,83.21,35.97,0.92,55.69,3.45,0,0,1,1,0,0,0,0,0,0,Doença Periodontal
VET0044,Canina,Siamês,2.6,F,16.55,44.64,29.11,80.91,20.53,1.19,56.93,2.9,0,0,0,1,0,0,1,0,0,0,Doença Periodontal
VET0045,Canina,SRD,3.4,M,14.25,49.45,19.54,97.1,39.3,1.04,65.44,3.07,0,1,1,0,0,0,0,0,0,0,Doença Periodontal
VET0046,Canina,Siamês,11.6,M,14.53,39.02,16.82,87.63,29.98,0.47,50.39,3.18,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0047,Canina,Persa,9.3,M,13.53,44.96,12.69,88.8,38.83,1.04,71.17,3.29,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0048,Canina,SRD,16.0,M,16.91,41.27,25.23,91.3,19.59,1.54,41.32,3.65,0,0,0,0,1,0,0,0,0,0,Doença Periodontal
VET0049,Canina,Labrador,4.9,F,17.31,43.29,26.27,96.94,31.94,1.25,34.0,3.21,1,1,0,0,0,0,1,0,0,1,Doença Periodontal
VET0050,Canina,SRD,15.7,F,14.42,39.78,15.16,110.71,43.07,1.08,40.94,3.45,0,1,0,0,0,0,1,0,0,1,Doença Periodontal
VET0051,Canina,Siamês,4.7,M,16.38,40.1,24.78,108.63,25.12,1.03,69.85,3.52,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0052,Canina,SRD,17.5,F,17.89,43.74,25.55,83.06,28.6,0.93,55.85,3.14,1,1,1,0,0,0,0,0,0,0,Doença Periodontal
VET0053,Canina,Poodle,17.2,M,14.51,45.35,18.16,103.73,39.89,1.01,52.07,3.24,0,1,0,0,0,0,0,0,1,0,Doença Periodontal
VET0054,Canina,Poodle,7.0,M,17.12,35.15,8.38,84.8,31.61,1.11,36.21,3.2,1,1,1,0,0,0,0,0,0,0,Doença Periodontal
VET0055,Canina,Persa,11.5,M,19.1,41.51,26.97,109.01,37.72,1.62,45.95,2.95,1,1,0,0,0,0,1,0,0,0,Doença Periodontal
VET0056,Canina,Siamês,14.5,M,14.29,41.19,17.28,99.26,31.19,0.42,39.17,3.28,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0057,Canina,SRD,2.5,M,16.32,41.67,11.83,88.42,32.68,0.8,40.92,3.48,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0058,Canina,Poodle,6.8,F,14.48,51.17,10.83,96.72,34.13,1.25,47.92,2.67,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0059,Canina,Persa,15.6,M,15.57,44.33,29.86,75.32,33.99,0.94,53.22,3.66,0,1,0,1,1,0,1,0,0,0,Doença Periodontal
VET0060,Canina,Persa,4.9,M,13.48,44.79,22.29,69.93,51.72,1.01,10.74,3.56,1,0,0,1,0,0,0,0,0,0,Doença Periodontal
VET0061,Canina,Labrador,4.2,M,15.31,44.82,19.53,100.89,27.59,0.64,74.86,3.42,0,1,0,0,0,1,1,0,0,0,Doença Periodontal
VET0062,Canina,Labrador,9.3,M,17.5,43.38,10.22,78.36,32.85,0.97,60.12,3.14,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0063,Canina,Siamês,12.5,M,13.62,41.72,13.36,101.63,36.4,0.95,66.19,3.57,0,1,1,0,0,0,0,0,0,0,Doença Periodontal
VET0064,Canina,Maine Coon,9.7,F,14.15,49.94,14.94,112.79,32.88,0.89,63.99,3.1,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0065,Canina,Labrador,9.5,M,13.76,45.96,16.43,128.43,29.5,1.19,26.04,3.15,0,1,0,0,1,0,1,0,0,0,Doença Periodontal
VET0066,Canina,Maine Coon,12.6,M,16.75,38.87,19.92,112.24,22.41,1.12,61.62,2.58,1,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0067,Canina,Poodle,12.2,F,13.91,44.41,21.95,110.82,36.74,1.73,89.61,2.78,1,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0068,Canina,Siamês,2.9,F,16.39,41.55,33.51,125.07,34.22,0.91,36.16,3.18,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0069,Canina,Siamês,4.9,M,14.56,47.83,19.28,91.7,35.22,1.02,63.88,3.41,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0070,Canina,Persa,17.7,F,14.86,41.3,22.67,97.81,38.11,0.69,17.98,3.39,0,0,1,0,0,0,1,0,0,0,Doença Periodontal
VET0071,Canina,Maine Coon,3.7,M,15.25,44.88,10.94,91.89,34.82,1.3,33.37,3.26,1,0,0,0,1,0,0,1,0,0,Doença Periodontal
VET0072,Canina,Poodle,11.7,M,17.02,43.82,20.98,81.41,16.57,0.96,44.48,3.71,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0073,Canina,Persa,7.4,M,13.75,46.32,23.68,72.36,34.96,1.18,42.29,2.47,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0074,Canina,SRD,12.3,M,14.17,48.83,27.6,91.48,31.81,0.43,90.83,3.31,1,0,1,0,0,0,1,0,0,0,Doença Periodontal
VET0075,Canina,Persa,2.3,M,15.58,37.51,16.51,87.5,49.13,1.22,16.94,3.34,0,0,0,1,0,0,0,0,0,0,Doença Periodontal
VET0076,Canina,Maine Coon,5.0,M,18.03,48.29,15.19,97.36,42.81,0.38,45.9,3.03,0,1,0,0,0,0,1,0,0,0,Doença Periodontal
VET0077,Canina,Maine Coon,3.5,F,15.43,50.65,18.34,91.46,40.01,1.12,61.19,3.55,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0078,Canina,Maine Coon,6.2,F,14.08,50.67,18.78,72.02,23.21,0.99,43.31,3.22,1,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0079,Canina,Siamês,6.6,M,13.54,49.48,22.44,76.44,37.7,1.05,46.47,2.74,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0080,Canina,Maine Coon,8.8,M,16.15,44.09,18.03,92.32,35.27,0.85,39.64,3.06,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0081,Canina,Siamês,6.6,F,17.42,48.79,25.6,100.55,26.06,0.99,69.41,2.82,0,1,0,1,0,0,0,0,0,0,Doença Periodontal
VET0082,Canina,Persa,12.8,M,15.82,44.76,16.64,98.63,27.26,0.92,48.23,2.53,1,1,1,1,0,0,0,0,0,0,Doença Periodontal
VET0083,Canina,Maine Coon,4.4,M,15.34,42.01,10.8,94.43,47.26,0.96,61.17,3.54,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0084,Canina,Poodle,10.7,M,13.56,50.2,19.54,110.26,36.66,1.26,76.91,3.7,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0085,Canina,Labrador,11.7,F,14.27,48.11,25.85,120.55,41.24,0.67,46.6,3.12,0,0,0,0,1,0,1,0,0,0,Doença Periodontal
VET0086,Canina,SRD,14.0,F,12.75,48.02,23.21,94.12,25.12,1.15,23.13,2.58,0,1,0,1,0,0,0,0,0,0,Doença Periodontal
VET0087,Canina,Persa,1.7,F,17.08,47.6,19.69,81.21,49.46,1.17,43.35,3.05,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0088,Canina,Poodle,5.8,M,14.26,41.43,32.53,82.27,35.41,1.11,72.13,3.2,0,0,0,0,0,0,0,1,0,0,Doença Periodontal
VET0089,Canina,Poodle,16.8,F,17.29,46.47,26.66,62.99,27.69,1.01,51.22,3.18,1,1,1,0,0,0,0,0,0,0,Doença Periodontal
VET0090,Canina,SRD,14.3,F,15.89,41.54,12.52,100.34,32.01,1.53,77.26,3.05,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0001,Canina,Poodle,7.0,F,17.67,42.39,21.93,95.29,37.71,0.66,21.95,3.19,0,0,0,0,0,0,1,0,0,0,Otite
VET0002,Canina,Persa,3.1,M,11.96,41.67,19.92,97.63,14.98,0.99,52.41,3.09,0,0,1,1,0,0,1,0,0,0,Otite
VET0003,Canina,SRD,1.6,M,17.31,36.73,24.33,79.6,34.59,1.17,17.89,3.24,1,1,0,1,0,0,1,0,0,0,Otite
VET0004,Canina,SRD,14.5,F,15.51,42.4,17.91,109.17,38.31,0.86,57.38,3.11,0,1,0,0,0,0,1,0,0,0,Otite
VET0005,Canina,Maine Coon,9.4,M,15.02,37.42,16.29,100.78,32.13,0.94,38.09,3.32,0,1,0,0,0,0,1,0,0,0,Otite
