id,especie,raca,idade_anos,sexo,hemoglobina,hematocrito,leucocitos,plaquetas,glicose,ureia,creatinina,alt,ast,fosfatase_alcalina,proteinas_totais,albumina,colesterol,triglicerideos,eosinofilos,febre,apatia,perda_peso,vomito,diarreia,tosse,letargia,feridas_cutaneas,poliuria,polidipsia,diagnostico
VET0263,Canina,Persa,11.2,M,17.6,48.83,14.1,213.46,116.01,34.11,0.53,72.08,31.86,36.16,5.85,2.58,210.4,100.86,1.73,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0264,Canina,Persa,6.0,F,12.92,51.28,22.96,250.87,110.87,48.0,1.53,92.27,34.12,66.31,5.42,2.58,190.04,71.91,,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0265,Felina,Labrador,6.4,M,14.23,40.31,9.73,359.1,104.25,35.87,0.83,66.35,10.78,68.15,6.36,3.86,156.43,80.12,,1,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0266,Felina,Persa,7.7,M,10.24,32.21,16.66,325.16,124.93,40.99,1.71,77.51,14.58,32.01,8.03,2.87,113.66,86.9,,1,0,0,0,0,0,0,0,0,0,Saudável
VET0267,Felina,Poodle,5.7,M,9.07,38.35,14.76,536.77,443.54,47.14,0.88,18.15,33.86,29.25,6.2,3.1,239.49,76.12,,0,1,1,0,0,0,0,1,1,1,Diabetes Mellitus
VET0268,Felina,Siamês,18.0,F,12.75,31.45,26.6,616.31,99.91,46.88,0.86,12.89,20.03,58.28,8.13,3.28,148.53,55.17,,0,1,1,0,0,0,0,0,0,0,Doença Periodontal
VET0269,Canina,SRD,3.6,M,11.53,39.28,12.21,234.36,119.85,67.3,3.07,73.92,27.74,128.33,6.35,2.16,145.04,130.0,,0,1,0,0,0,1,1,0,1,0,Doença Renal Crônica
VET0270,Canina,Poodle,14.0,M,14.69,43.19,9.25,374.31,117.21,107.22,3.33,76.33,21.23,127.21,5.98,2.3,181.05,131.5,,0,1,0,1,1,0,1,0,1,1,Doença Renal Crônica
VET0271,Felina,Maine Coon,13.2,M,7.24,25.18,13.92,649.53,79.59,126.97,5.11,67.0,30.79,64.01,7.31,2.07,103.72,39.13,,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0272,Felina,SRD,7.9,F,14.28,44.41,18.0,587.67,344.58,50.68,1.93,27.5,31.4,58.27,7.7,2.85,259.01,131.44,,0,1,1,0,0,0,1,0,0,1,Diabetes Mellitus
VET0273,Felina,Maine Coon,14.4,M,10.86,39.84,10.81,427.3,89.21,46.71,0.93,75.33,23.34,25.33,8.35,2.89,148.84,51.14,,0,0,0,0,0,0,1,0,0,0,Otite
VET0274,Felina,SRD,9.9,F,13.03,36.89,19.38,390.75,94.87,59.53,1.8,42.89,32.18,69.02,7.2,2.79,181.13,65.33,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0275,Canina,Poodle,11.7,F,12.02,48.36,12.56,295.45,125.55,27.41,1.37,108.3,33.64,71.03,6.01,3.57,251.63,85.19,,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0276,Canina,Maine Coon,11.8,F,15.08,39.5,8.61,334.39,103.84,28.06,1.09,169.25,29.06,113.21,7.24,2.78,317.13,118.46,,0,1,0,0,0,0,1,0,1,0,Obesidade
VET0277,Felina,Persa,5.9,M,11.02,34.35,15.54,309.49,76.38,42.54,1.93,60.51,13.53,69.24,7.83,3.36,180.23,55.31,1.27,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0278,Felina,Persa,14.8,M,13.49,32.08,15.85,592.71,83.18,40.54,1.12,34.49,38.33,35.75,7.39,2.64,178.55,52.74,,0,0,1,0,0,0,1,0,0,0,Doença Periodontal
VET0279,Felina,SRD,17.4,M,11.32,33.17,19.53,690.41,94.85,43.83,1.61,47.91,43.74,63.32,6.15,3.9,172.76,89.79,1.78,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0280,Felina,Maine Coon,16.1,M,10.16,34.27,12.57,512.53,378.99,53.74,1.5,64.65,17.67,13.5,8.18,2.61,202.15,116.39,,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0281,Felina,SRD,6.6,M,11.76,37.33,5.82,574.77,93.52,46.8,1.16,21.7,26.29,26.26,7.34,2.78,145.92,36.8,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0282,Canina,Poodle,5.4,M,7.56,54.97,22.16,367.61,72.98,28.2,1.52,77.38,57.57,149.93,5.95,2.74,227.5,41.4,,1,0,1,0,0,0,1,1,0,0,Neoplasia
VET0283,Canina,Siamês,7.0,M,14.87,29.9,13.28,334.47,92.33,73.49,1.83,74.4,40.26,56.71,7.15,2.09,231.51,35.73,,0,1,1,1,0,0,1,0,0,0,Doença Renal Crônica
VET0284,Canina,Siamês,20.0,F,12.26,43.27,12.95,394.12,93.21,34.86,0.97,96.04,22.52,87.17,6.95,3.22,260.06,69.14,,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0285,Canina,Persa,6.8,M,11.07,44.13,13.39,222.42,93.03,119.67,1.74,99.0,48.22,30.18,7.36,2.24,248.26,74.39,,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0286,Canina,Persa,4.9,M,15.82,48.61,21.98,232.08,95.24,40.91,1.15,84.95,17.53,109.79,6.52,2.99,177.64,100.71,1.24,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0287,Canina,SRD,4.4,F,17.66,51.48,7.99,321.97,87.78,43.73,1.06,21.51,40.86,71.6,5.95,2.99,199.69,64.61,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0288,Canina,Labrador,11.2,F,14.43,45.09,16.69,455.08,379.77,28.71,0.68,92.93,29.81,56.24,6.39,3.69,268.23,136.31,,1,1,1,0,0,0,0,1,1,1,Diabetes Mellitus
VET0289,Canina,Poodle,11.3,F,15.05,39.92,10.58,449.89,119.36,29.54,1.09,56.02,48.4,82.22,6.87,3.7,182.27,137.28,,0,1,0,0,0,0,0,0,0,0,Saudável
VET0290,Canina,SRD,8.3,M,15.09,49.34,25.94,327.27,91.25,24.22,1.06,62.85,31.68,62.34,6.92,2.6,258.02,22.68,,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0291,Canina,SRD,13.5,F,15.04,49.09,16.03,350.65,118.29,48.25,1.45,55.0,19.93,48.33,6.76,3.05,150.55,82.27,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0292,Canina,SRD,9.4,F,12.79,45.24,14.88,452.61,85.68,45.16,0.97,75.39,32.85,100.86,6.23,3.5,189.53,79.47,,1,1,0,0,0,0,1,0,0,0,Doença Periodontal
VET0293,Felina,Siamês,11.2,M,12.84,44.09,5.53,590.31,122.57,51.97,1.23,67.43,11.79,62.88,6.67,3.17,180.49,45.35,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0294,Canina,Persa,12.8,F,15.95,48.65,6.36,200.34,73.94,42.89,1.14,13.43,32.08,112.56,7.22,3.71,175.84,37.66,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0295,Canina,SRD,3.4,F,14.57,41.67,6.24,350.51,83.73,71.6,3.53,87.66,31.64,149.28,7.46,2.37,210.48,71.74,,1,0,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0296,Canina,Labrador,5.6,F,12.51,48.21,6.07,213.04,150.9,35.83,1.31,144.58,48.24,133.02,6.41,2.94,222.32,72.04,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0297,Felina,Labrador,7.3,M,13.41,38.62,24.17,525.07,147.15,36.52,1.66,35.9,21.16,22.63,7.38,2.8,112.04,99.29,1.62,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0298,Canina,Poodle,7.4,M,15.78,47.44,10.07,205.5,76.38,42.63,1.02,25.98,29.19,143.22,6.17,3.68,172.65,90.62,,0,0,0,0,0,0,1,0,1,0,Artrose
VET0299,Felina,Maine Coon,14.2,F,13.94,40.16,8.28,331.9,136.96,32.37,0.91,39.92,15.39,73.96,7.18,3.3,192.09,64.77,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0300,Canina,Poodle,6.9,M,12.94,42.57,7.95,291.12,86.84,92.42,3.18,93.92,41.25,129.58,6.39,2.2,184.98,100.09,,0,1,1,1,0,0,1,1,1,1,Doença Renal Crônica
VET0301,Canina,SRD,9.2,F,13.09,39.58,7.98,474.33,107.56,122.38,1.75,94.54,27.9,27.02,7.0,2.33,213.71,83.69,,1,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0302,Canina,SRD,10.6,M,17.85,48.09,22.52,487.81,80.41,29.34,1.35,88.01,33.17,149.12,5.42,2.89,217.24,81.01,,0,0,0,1,0,0,0,0,0,0,Doença Periodontal
VET0303,Canina,SRD,5.9,F,12.73,47.95,17.98,335.83,82.16,46.32,1.32,90.99,43.64,148.75,5.8,2.61,177.18,36.77,1.45,0,0,1,0,0,0,1,1,0,0,Dermatite
VET0304,Felina,Persa,12.9,F,10.87,35.22,18.34,691.43,147.24,42.49,1.12,31.18,20.75,47.26,8.78,3.18,134.88,40.85,,0,1,0,0,0,0,0,0,0,0,Otite
VET0305,Felina,Maine Coon,12.1,M,9.07,39.65,13.93,644.49,81.64,55.12,0.82,126.61,47.74,24.05,6.27,2.22,103.56,61.48,,0,1,1,0,0,1,1,1,0,0,Neoplasia
VET0306,Felina,Siamês,17.9,F,11.94,38.08,9.11,446.5,302.78,33.93,1.35,66.73,43.12,38.81,7.3,2.55,283.09,89.84,,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0307,Canina,Poodle,11.8,F,12.58,37.24,10.65,256.28,71.08,35.6,1.25,17.72,31.13,116.67,7.47,3.37,164.28,113.15,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0308,Canina,SRD,9.6,F,13.89,46.75,9.79,403.68,106.25,48.95,0.79,11.66,34.1,111.88,8.98,2.75,166.65,86.64,,0,1,0,0,0,0,0,0,0,0,Otite
VET0309,Felina,Maine Coon,20.0,M,8.44,41.81,48.63,307.96,125.92,37.59,0.85,80.84,82.27,10.82,7.47,2.84,186.07,31.3,,0,1,1,0,0,0,1,1,0,1,Neoplasia
VET0310,Canina,Poodle,6.3,M,14.46,43.75,16.18,448.68,223.94,23.24,0.97,18.88,36.67,38.68,6.5,2.51,311.51,206.55,,0,0,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0311,Canina,SRD,3.7,F,13.33,33.58,16.49,216.06,105.46,75.19,2.46,30.11,39.7,44.81,6.56,1.93,263.79,23.72,,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0312,Canina,Persa,9.0,M,14.93,53.69,11.73,346.28,371.95,40.68,0.62,83.9,30.24,29.41,7.05,2.99,249.59,201.75,,0,0,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0313,Canina,SRD,5.9,F,13.07,46.24,14.95,433.06,412.85,41.24,0.78,87.59,46.27,45.24,5.67,3.77,383.64,238.55,,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0314,Felina,Poodle,7.4,M,13.71,33.56,9.54,675.2,197.57,50.93,0.9,59.96,32.37,23.12,7.12,3.34,193.49,83.57,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0315,Felina,Maine Coon,19.2,F,13.56,42.79,28.21,406.66,127.29,41.83,1.61,43.32,49.75,61.02,9.64,3.67,189.32,86.08,,0,0,0,0,0,1,1,0,0,0,Otite
VET0316,Felina,Siamês,8.1,M,13.84,31.98,15.49,474.17,93.57,31.5,1.38,42.13,35.35,58.63,7.92,2.54,95.44,88.66,,0,1,0,0,0,1,1,0,0,0,Doença Cardíaca
VET0317,Canina,Maine Coon,5.0,M,16.43,42.72,14.76,329.52,92.65,35.39,1.28,34.62,19.26,92.29,6.09,3.08,220.57,84.24,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0318,Canina,Labrador,8.7,F,16.55,54.16,8.34,379.06,91.39,29.92,0.6,60.64,31.77,33.59,6.69,3.46,237.42,137.7,1.93,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0319,Canina,Maine Coon,5.7,F,17.75,38.64,8.54,213.97,105.26,45.51,0.98,93.57,35.66,101.9,7.18,2.89,179.6,137.77,,0,1,0,0,0,0,1,0,0,0,Saudável
VET0320,Canina,Labrador,7.0,F,15.76,44.36,10.4,457.92,105.01,36.43,1.17,18.2,31.59,45.18,5.84,3.36,257.58,72.49,1.47,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0321,Canina,Siamês,9.2,F,14.15,42.23,12.76,470.83,118.11,39.61,1.42,57.27,22.29,88.21,6.57,3.47,160.78,67.88,,0,1,0,0,0,0,0,0,0,0,Saudável
VET0322,Felina,Labrador,19.1,F,12.23,36.69,13.41,488.2,179.43,56.46,1.33,51.23,15.57,10.24,6.61,3.49,133.48,132.95,,0,1,1,0,0,0,1,1,1,1,Diabetes Mellitus
VET0323,Felina,Labrador,6.7,F,9.43,41.98,8.91,590.16,217.81,58.65,1.03,71.79,42.38,77.75,7.19,3.52,169.94,77.17,,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0324,Canina,Poodle,5.3,M,13.39,46.16,20.91,408.13,89.73,31.17,1.0,25.93,37.19,67.34,9.03,3.48,215.47,67.35,,0,0,0,0,0,0,1,0,0,0,Otite
VET0325,Felina,Maine Coon,18.2,F,11.56,39.09,13.31,560.53,82.33,49.4,1.02,62.54,23.56,59.69,6.12,3.07,167.55,42.02,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0326,Felina,Persa,6.9,F,12.01,43.75,15.39,588.97,76.8,36.6,0.81,72.29,28.1,65.07,6.85,3.65,104.38,38.0,,0,1,0,0,0,0,1,1,0,0,Artrose
VET0327,Canina,Siamês,8.4,M,15.87,50.64,13.05,449.96,105.28,37.32,1.48,73.03,22.06,75.87,6.44,2.57,263.65,36.72,,0,0,1,1,0,0,0,0,0,0,Doença Periodontal
VET0328,Felina,Persa,13.9,F,11.41,41.99,12.82,520.02,77.77,33.97,1.61,57.25,49.16,59.84,7.23,3.7,101.49,58.7,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0329,Canina,SRD,13.0,F,15.87,52.23,11.19,418.09,119.97,49.71,1.32,76.56,23.67,128.36,6.25,3.75,141.4,76.66,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0330,Canina,Labrador,10.6,M,11.24,32.45,16.51,440.11,103.4,100.06,3.93,54.53,25.5,40.85,6.76,2.44,151.51,43.4,,0,0,0,1,0,1,1,0,1,1,Doença Renal Crônica
VET0331,Canina,Persa,15.3,M,13.38,41.61,6.35,289.02,147.83,32.63,1.57,29.17,35.7,131.58,6.41,2.5,259.05,62.09,,0,1,0,1,0,0,1,0,0,1,Obesidade
VET0332,Felina,Poodle,9.2,F,14.38,43.89,15.7,369.42,143.03,32.78,1.67,19.83,25.58,38.81,6.4,3.79,90.29,92.04,0.98,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0333,Canina,Labrador,2.9,M,16.13,40.15,12.56,450.71,107.75,42.59,1.07,90.17,35.58,139.28,6.55,3.16,161.13,90.82,,0,0,0,1,0,0,0,0,0,0,Saudável
VET0334,Canina,SRD,8.5,M,16.0,38.29,13.77,210.19,112.12,33.98,0.6,73.61,32.13,44.82,5.43,3.04,141.99,32.24,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0335,Canina,Siamês,19.1,M,13.01,50.81,19.77,361.8,113.29,23.96,1.16,50.44,29.78,52.83,6.18,2.64,165.22,55.36,0.57,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0336,Canina,Persa,9.7,M,14.65,46.11,10.19,331.99,93.51,43.08,0.62,79.21,39.1,116.42,6.94,3.11,159.6,89.76,,1,0,0,0,1,0,0,0,0,0,Saudável
VET0337,Felina,Labrador,6.4,F,14.39,37.79,12.04,644.29,146.25,42.7,1.01,67.1,26.13,75.49,8.37,2.66,195.22,52.62,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0338,Felina,Labrador,2.8,M,9.73,31.75,8.36,333.72,165.82,34.42,0.99,15.67,41.28,66.86,6.41,3.54,206.91,42.97,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0339,Canina,Poodle,12.0,M,16.31,53.99,13.63,482.12,146.3,38.01,1.57,92.43,16.08,114.09,7.3,3.53,310.6,107.27,,0,1,0,0,0,0,0,0,0,0,Obesidade
VET0340,Canina,Labrador,7.9,M,16.53,53.23,28.4,432.99,81.42,20.74,0.92,22.74,39.86,105.95,5.49,3.59,164.82,76.19,,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0341,Canina,Siamês,8.9,F,12.27,42.61,12.14,209.33,93.07,100.13,2.89,70.39,15.68,85.26,6.64,1.97,223.57,49.66,,1,1,1,0,1,0,1,0,1,0,Doença Renal Crônica
VET0342,Canina,Poodle,16.2,M,16.05,40.68,16.26,279.35,77.49,22.7,1.12,28.54,26.75,59.0,5.99,3.1,244.34,118.98,,0,1,0,1,0,1,1,0,0,0,Doença Cardíaca
VET0343,Canina,SRD,17.1,M,14.75,39.37,13.31,264.22,91.64,25.93,1.1,20.44,15.81,26.65,7.4,2.68,229.19,28.83,,0,0,0,1,0,0,0,0,0,0,Saudável
VET0344,Canina,Persa,20.0,F,13.88,44.97,7.26,451.08,71.38,45.02,0.65,109.64,47.83,41.41,6.59,2.91,154.95,131.69,,0,0,1,0,1,0,0,0,0,0,Artrose
VET0345,Canina,Poodle,4.1,F,12.11,39.29,18.74,490.39,86.0,21.12,0.9,11.57,21.73,117.82,8.43,2.61,208.11,53.0,,0,0,0,0,0,0,1,0,0,0,Otite
VET0346,Felina,SRD,4.4,M,9.43,27.7,11.61,692.34,98.5,143.54,4.42,79.34,27.8,54.39,6.32,2.42,119.61,58.65,,0,1,1,1,1,0,1,0,1,1,Doença Renal Crônica
VET0347,Felina,Labrador,9.5,M,10.86,30.33,15.36,404.05,145.35,108.21,7.12,35.55,14.01,57.16,6.02,2.42,111.21,72.05,,1,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0348,Canina,SRD,7.8,F,12.15,44.19,21.56,230.21,91.18,29.21,1.5,88.24,23.32,30.55,8.31,2.94,224.09,24.18,,0,1,0,0,1,0,1,0,0,0,Otite
VET0349,Canina,Labrador,3.3,F,14.33,47.04,20.77,249.66,90.14,30.3,0.94,78.5,31.89,142.24,6.02,3.04,240.17,90.98,,0,0,0,1,0,0,0,0,0,0,Doença Periodontal
VET0350,Felina,Labrador,5.3,F,11.29,41.1,14.29,450.26,81.28,51.28,1.83,108.52,16.43,25.14,6.17,2.98,173.21,33.29,,1,0,1,0,0,1,1,0,0,0,Doença Cardíaca
VET0351,Canina,SRD,8.5,M,14.77,42.43,12.74,212.9,76.09,45.96,1.12,74.08,44.47,80.3,7.0,3.18,161.18,63.9,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0352,Felina,Maine Coon,10.5,M,10.72,41.72,7.62,558.86,143.39,50.4,1.77,17.63,20.03,72.62,7.79,3.4,163.01,56.07,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0353,Felina,Labrador,10.5,F,11.31,42.55,22.84,622.25,100.2,53.66,1.22,21.7,11.34,37.0,10.38,2.83,112.72,97.74,,0,0,1,0,0,0,0,0,0,0,Otite
VET0354,Canina,Persa,18.8,F,9.44,29.73,13.69,206.75,112.82,99.29,3.72,85.24,19.29,126.92,6.46,2.69,254.12,23.14,,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0355,Canina,Labrador,4.8,F,13.29,37.78,9.36,408.74,117.56,22.31,0.53,114.08,48.3,148.99,6.23,3.04,154.12,35.06,,0,1,0,0,0,0,0,0,0,0,Artrose
VET0356,Felina,Labrador,14.4,F,9.27,32.52,7.14,371.88,147.62,46.55,1.36,110.85,42.55,56.28,6.83,2.44,155.39,30.23,,0,1,0,0,0,0,1,0,0,0,Doença Cardíaca
VET0357,Canina,Siamês,9.8,F,17.84,40.48,15.04,368.56,83.22,23.9,1.05,46.66,39.46,137.54,7.09,2.86,253.05,128.34,,0,0,0,0,0,1,0,0,0,0,Saudável
VET0358,Canina,SRD,11.4,M,15.5,53.85,22.65,299.79,74.23,48.33,1.07,16.7,43.58,132.91,6.74,3.08,222.7,111.87,1.93,0,1,1,0,0,0,0,0,0,0,Dermatite
VET0359,Felina,Labrador,8.9,M,9.09,40.68,10.93,592.84,129.15,49.79,1.07,83.5,87.6,56.91,7.83,2.84,139.45,81.93,,0,1,1,0,0,0,1,0,1,0,Neoplasia
VET0360,Canina,Maine Coon,18.2,M,14.06,50.92,12.28,227.73,91.51,37.6,1.5,26.96,43.21,36.98,5.91,2.82,252.85,45.87,,0,0,1,0,0,0,0,0,0,0,Saudável
VET0361,Canina,SRD,2.7,F,15.16,43.5,12.89,209.17,424.9,47.74,1.53,42.85,33.62,144.04,7.29,3.53,255.07,162.31,,0,1,1,0,1,0,1,1,1,1,Diabetes Mellitus
VET0362,Felina,Labrador,1.8,M,9.93,43.3,9.35,355.38,79.58,51.0,0.81,42.99,14.75,69.48,8.4,3.84,138.62,73.34,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0363,Canina,SRD,9.5,M,12.58,44.24,22.05,498.66,106.52,26.83,0.61,47.33,44.98,113.84,7.26,3.3,148.25,34.92,,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0364,Canina,Poodle,14.5,M,16.12,44.92,10.17,431.5,117.9,41.13,1.48,141.34,24.72,44.43,5.95,3.48,228.07,42.54,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0365,Felina,Poodle,7.8,M,12.53,43.47,16.6,518.61,103.77,48.56,1.33,27.23,37.17,71.13,6.93,3.68,137.42,55.1,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0366,Canina,Maine Coon,18.6,F,17.03,49.74,13.36,209.34,118.37,49.59,1.1,16.36,33.93,136.0,8.75,3.44,141.9,33.85,,0,1,0,1,0,0,1,0,0,0,Otite
VET0367,Felina,Labrador,12.7,F,11.25,29.77,16.79,418.6,110.81,107.61,1.74,36.37,37.84,27.68,8.39,1.93,195.39,41.26,,0,1,1,1,0,0,1,1,1,1,Doença Renal Crônica
VET0368,Felina,Maine Coon,7.0,M,12.06,36.05,15.12,390.52,71.39,47.25,1.05,24.58,15.02,23.27,6.08,3.44,134.15,67.11,1.96,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0369,Canina,Siamês,3.2,M,12.45,42.2,12.9,369.86,100.61,36.48,0.8,32.01,19.8,130.38,6.69,2.74,154.81,133.49,,0,0,0,0,1,0,0,0,0,0,Saudável
VET0370,Canina,Poodle,6.6,M,13.92,41.44,6.84,341.91,110.1,113.73,5.31,41.41,30.88,97.35,7.45,2.03,259.24,55.02,,0,0,0,0,1,0,0,0,1,1,Doença Renal Crônica
VET0371,Canina,SRD,15.8,M,15.89,37.51,6.16,238.82,190.6,32.89,1.04,22.42,38.57,97.5,6.02,2.52,200.89,123.38,,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0372,Canina,Poodle,15.0,M,13.67,53.03,12.05,324.02,73.63,41.42,1.27,65.26,32.86,76.39,6.65,2.8,261.78,96.54,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0373,Canina,Siamês,18.7,F,17.36,50.97,13.9,279.43,101.07,35.64,1.45,67.28,21.81,20.65,6.82,3.21,176.33,41.97,,0,0,0,0,0,0,1,0,0,0,Artrose
VET0374,Felina,Labrador,20.0,M,9.32,42.83,18.48,336.23,79.07,31.0,0.93,24.66,48.8,56.75,7.95,3.59,148.86,84.81,,0,0,0,0,0,1,0,0,0,0,Saudável
VET0375,Canina,Persa,4.6,F,13.36,33.38,16.16,223.3,116.5,94.85,2.09,45.17,40.93,98.19,6.81,1.98,198.29,148.68,,0,0,0,1,0,1,1,0,1,1,Doença Renal Crônica
VET0376,Canina,Maine Coon,9.0,F,14.07,48.26,25.52,282.2,95.26,48.76,0.69,74.77,36.51,108.36,6.14,2.91,225.79,48.02,,0,0,1,0,1,0,0,0,0,0,Doença Periodontal
VET0377,Felina,Labrador,4.6,F,12.68,44.78,17.85,682.63,97.41,33.17,1.03,45.03,41.73,20.51,7.65,2.95,127.53,74.64,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0378,Canina,SRD,9.0,F,14.78,50.95,9.71,389.93,72.51,38.26,0.67,84.75,27.44,56.6,7.17,2.57,185.53,68.1,,0,1,0,0,0,0,0,0,0,0,Saudável
VET0379,Felina,Labrador,4.0,F,13.94,43.18,15.05,516.43,146.86,33.6,1.69,18.99,25.27,50.98,7.84,2.51,118.67,65.37,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0380,Canina,Labrador,10.5,F,12.01,52.36,13.87,407.16,97.33,41.03,1.53,69.91,24.28,94.17,6.33,3.22,202.47,131.64,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0381,Canina,Persa,15.0,F,12.92,48.09,10.48,373.0,111.31,21.28,0.96,51.49,42.69,80.83,6.59,3.53,208.37,66.58,,0,1,1,1,0,0,1,0,0,0,Doença Periodontal
VET0382,Felina,Siamês,7.1,F,14.16,40.17,13.14,460.38,104.47,31.72,1.35,65.68,25.52,36.85,6.04,3.14,92.79,67.78,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0383,Felina,Labrador,7.3,M,13.31,34.67,15.19,567.03,126.43,58.11,1.07,42.78,20.02,15.61,7.01,3.02,119.75,47.27,,1,1,0,1,0,0,0,0,0,0,Doença Periodontal
VET0384,Felina,Labrador,5.6,M,11.42,35.94,13.37,514.83,137.95,31.48,1.87,56.58,34.67,53.81,6.74,3.08,177.92,47.98,,0,1,0,0,0,1,0,0,0,0,Doença Periodontal
VET0385,Felina,Labrador,2.1,F,8.25,29.35,16.48,566.75,141.99,73.96,5.15,19.16,36.38,48.33,7.24,2.1,145.41,37.13,,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0386,Felina,Labrador,9.7,F,10.65,37.11,16.35,620.66,281.0,44.03,1.49,36.95,15.06,36.99,7.33,3.34,251.69,114.15,,0,1,1,0,0,0,1,1,1,1,Diabetes Mellitus
VET0387,Canina,SRD,5.0,M,12.24,45.62,12.59,223.65,84.35,29.66,1.12,35.06,18.35,41.43,5.77,3.6,169.8,112.91,,0,1,0,0,0,0,0,0,0,0,Saudável
VET0388,Canina,Poodle,8.7,M,17.1,52.21,16.17,351.58,82.37,32.04,1.29,110.62,34.57,89.6,7.36,2.64,250.72,40.71,,0,1,0,0,0,0,0,0,0,0,Artrose
VET0389,Felina,SRD,6.8,M,9.56,30.27,14.15,600.65,87.12,137.98,2.76,79.11,32.4,58.69,6.3,1.77,105.37,54.26,,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0390,Felina,Maine Coon,11.3,M,9.12,30.47,12.6,593.75,79.67,36.64,1.19,25.27,25.65,49.17,7.71,3.85,192.39,67.76,,0,1,0,0,0,0,0,0,0,0,Saudável
VET0391,Felina,Poodle,5.9,F,9.66,42.18,17.11,620.78,128.15,53.8,1.61,56.89,36.69,45.98,6.91,3.52,122.85,65.72,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0392,Canina,Persa,5.6,F,13.24,39.61,12.61,388.34,70.01,20.55,0.93,72.22,39.33,75.92,6.85,3.18,266.77,41.12,,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0393,Canina,Siamês,6.1,F,13.94,45.66,12.56,286.21,99.62,28.93,0.56,10.23,18.54,122.99,7.42,3.06,201.78,39.09,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0394,Felina,Persa,5.8,M,14.51,36.01,10.94,408.29,138.32,47.15,1.35,20.47,27.99,29.49,9.88,3.74,99.23,63.75,,1,1,0,0,0,0,0,0,0,0,Otite
